id,release_id,information_system,information_institution,information_storage_vendor,information_filesystem_type,information_client_nodes,information_client_total_procs,io500_score,io500_bw,io500_md,io500_tot_iops,information_data,information_10_node_challenge,information_list_name,information_identifier,information_submitter,information_submission_date,information_embargo_end_date,information_storage_install_date,information_storage_refresh_date,information_filesystem_name,information_filesystem_version,information_client_procs_per_node,information_client_operating_system,information_client_operating_system_version,information_client_kernel_version,information_md_nodes,information_md_storage_devices,information_md_storage_type,information_md_volatile_memory_capacity,information_md_storage_interface,information_md_network,information_md_software_version,information_md_operating_system_version,information_ds_nodes,information_ds_storage_devices,information_ds_storage_type,information_ds_volatile_memory_capacity,information_ds_storage_interface,information_ds_network,information_ds_software_version,information_ds_operating_system_version,information_note,information_best,ior_easy_write,ior_easy_read,ior_hard_write,ior_hard_read,mdtest_easy_write,mdtest_easy_stat,mdtest_easy_delete,mdtest_hard_write,mdtest_hard_read,mdtest_hard_stat,mdtest_hard_delete,find_easy,find_hard,marker_score,marker_md,storage_data,status,include_in_io500,valid_from,valid_to
409,SC18*,Palmetto,"Clemson University",Dell,OrangeFS,32,32,2.310000,1.930000,2.770000,4.140000,zip,,-,2018-11-27,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch1,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,true,3.99000,1.95,1.65,1.07,2.15,4.64,4.21,1.08,3.44,5.34,2.94,,,-,-,-,VALID,1,1/1/19,10/31/19
336,SC18*,Palmetto,"Clemson University",Dell,OrangeFS,48,48,2.150000,1.800000,2.570000,3.840000,zip,,-,2018-11-17,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,,2.35000,1.83,1.70,1.44,1.83,3.99,3.55,0.96,3.70,4.55,3.02,,,-,-,-,VALID,1,1/1/19,10/31/19
399,SC18*,Palmetto,"Clemson University",Dell,OrangeFS,48,48,2.150000,1.800000,2.570000,3.840000,zip,,-,2018-11-17,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,,2.35000,1.83,1.70,1.44,1.83,3.99,3.55,0.96,3.70,4.55,3.02,,,-,-,-,VALID,1,1/1/19,10/31/19
354,SC18*,nas6,Nemours,DDN,GPFS,1,2,2.060000,1.390000,3.040000,3.950000,zip,,-,2018-11-35,"Chris Pennington",1/1/19,,,,GS7K,,2,,,,,,,,,,,,,,,,,,,,,true,3.28000,2.88,0.33,1.19,4.87,3.30,1.94,4.08,1.22,1.47,0.83,,,-,-,-,VALID,1,1/1/19,10/31/19
417,SC18*,nas6,Nemours,DDN,GPFS,1,2,2.060000,1.390000,3.040000,3.950000,zip,,-,2018-11-35,"Chris Pennington",1/1/19,,,,GS7K,,2,,,,,,,,,,,,,,,,,,,,,true,3.28000,2.88,0.33,1.19,4.87,3.30,1.94,4.08,1.22,1.47,0.83,,,-,-,-,VALID,1,1/1/19,10/31/19
370,SC18*,Jasmin/Lotus,STFC,Purestorage,NFS,16,64,1.980000,0.210000,18.770000,7.050000,zip,,-,2018_4,,1/1/19,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3.62000,0.95,0.01,0.05,43.24,224.70,52.74,1.34,161.51,177.38,1.15,,,-,-,-,VALID,1,1/1/19,10/31/19
433,SC18*,Jasmin/Lotus,STFC,Purestorage,NFS,16,64,1.980000,0.210000,18.770000,7.050000,zip,,-,2018_4,,1/1/19,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3.62000,0.95,0.01,0.05,43.24,224.70,52.74,1.34,161.51,177.38,1.15,,,-,-,-,VALID,1,1/1/19,10/31/19
332,SC18*,nas6,Nemours,DDN,GPFS,1,2,1.520000,0.740000,3.110000,3.250000,zip,,-,2018-11-13,"Chris Pennington",1/1/19,,,11/2018,GS7K,,2,Ubuntu,14.04LTS,,,,,,,,,,,,,,,,,,,true,3.92000,4.21,0.18,0.10,4.67,3.34,1.94,4.04,1.26,1.56,0.85,,,-,-,-,VALID,1,1/1/19,10/31/19
395,SC18*,nas6,Nemours,DDN,GPFS,1,2,1.520000,0.740000,3.110000,3.250000,zip,,-,2018-11-13,"Chris Pennington",1/1/19,,,11/2018,GS7K,,2,Ubuntu,14.04LTS,,,,,,,,,,,,,,,,,,,true,3.92000,4.21,0.18,0.10,4.67,3.34,1.94,4.04,1.26,1.56,0.85,,,-,-,-,VALID,1,1/1/19,10/31/19
335,SC18*,Palmetto,"Clemson University",Dell,OrangeFS,16,16,1.470000,1.210000,1.790000,2.640000,zip,,-,2018-11-16,"Clemson ACI",1/1/19,,07/2018,07/2018,scratch1,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,32,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,160,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,,3.40000,1.61,0.83,0.47,1.27,3.01,2.67,0.83,1.82,2.53,2.08,,,-,-,-,VALID,1,1/1/19,10/31/19
398,SC18*,Palmetto,"Clemson University",Dell,OrangeFS,16,16,1.470000,1.210000,1.790000,2.640000,zip,,-,2018-11-16,"Clemson ACI",1/1/19,,07/2018,07/2018,scratch1,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,32,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,160,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,,3.40000,1.61,0.83,0.47,1.27,3.01,2.67,0.83,1.82,2.53,2.08,,,-,-,-,VALID,1,1/1/19,10/31/19
345,SC18*,Ghost,"Sandia National Laboratories",IBM,GPFS,10,100,0.310000,0.050000,1.850000,0.940000,zip,,-,2018-11-26,"Jay Lofstead",1/1/19,,,,GPFS1,4.2.1.1,10,RHEL,7,3.10.0-862.14.4.1chaos.ch6.x86_64,,,,,,,,,,,,,,,,,,,0.11000,0.11,0.01,0.04,3.52,2.53,1.05,1.56,0.41,1.08,0.56,,,-,-,-,VALID,,1/1/19,1/1/19
408,SC18*,Ghost,"Sandia National Laboratories",IBM,GPFS,10,100,0.310000,0.050000,1.850000,0.940000,zip,,-,2018-11-26,"Jay Lofstead",1/1/19,,,,GPFS1,4.2.1.1,10,RHEL,7,3.10.0-862.14.4.1chaos.ch6.x86_64,,,,,,,,,,,,,,,,,,,0.11000,0.11,0.01,0.04,3.52,2.53,1.05,1.56,0.41,1.08,0.56,,,-,-,-,VALID,,1/1/19,1/1/19
222,SC18,Summit,"Oak Ridge National Laboratory",IBM,"Spectrum Scale",504,1008,366.470000,88.200000,1522.690000,992.390000,zip,,-,2018-11-21,"George Markomanolis",11/9/18,,06/2018,,Alpine,5.x,2,RHEL,7.5,,154,211,NLSAS,4GB,"12Gbit SAS","InfiniBand EDR","Spectrum Scale 5.x","RHEL 7.5",154,211,NLSAS,4GB,"12Gbit SAS","InfiniBand EDR","Spectrum Scale 5.x","RHEL 7.5",,,2158.70000,1788.32,0.57,27.40,3071.26,28769.40,2699.00,24.38,15354.70,560.89,26.50,21780,,-,-,-,VALID,1,11/9/18,12/31/18
225,SC18,NURION,"Korea Institute of Science and Technology Information (KISTI)",DDN,IME,2048,4096,160.670000,554.230000,46.580000,179.120000,zip,,-,2018-11-15,KISTI,11/2/18,,09/2018,,"Burst Buffer",1.2,2,CentOS,7.3.1611,3.10.0-514.26.2.el7.x86_64,,,,,,,,,48,16,NVMe,128GB,NVMe,OmniPath,1.2,7.3,,,797.23000,751.38,716.12,219.95,28.79,325.45,37.89,2.96,233.13,417.05,0.50,435,,-,-,-,VALID,1,11/2/18,12/31/18
224,SC18,"Data Accelerator","University of Cambridge","Dell EMC",Lustre,528,4224,158.710000,71.400000,352.750000,348.880000,zip,,-,2018-11-3,"University of Cambridge Research Computing Srevices",11/12/18,,07/2018,,"Data Accelerator",2.11,8,RHEL,7,3.10.0-862,20,1,NVMe,192,NVMe,OmniPath,2.11,"RHEL 7",24,36,NVMe,192,NVMe,OmniPath,2.11,"RHEL 7",,,208.25000,358.56,7.44,46.78,53.45,247.40,50.86,366.95,1618.13,2112.23,389.67,729,,-,-,-,VALID,1,11/12/18,12/31/18
226,SC18,Oakforest-PACS,JCAHPC,DDN,IME,2048,16384,137.780000,560.100000,33.890000,145.420000,zip,,-,2018_5,,5/9/18,,,,,,8,,,,,,,,,,,,,,,,,,,,"IME 1.2",,744.76000,664.47,692.74,287.09,37.02,202.01,22.18,1.96,266.71,67.24,0.76,395,,-,-,-,VALID,1,5/9/18,12/31/18
230,SC18,Oakforest-PACS,JCAHPC,DDN,IME,2048,16384,101.480000,471.250000,21.850000,102.460000,zip,,-,2018_15,,11/1/17,,,,,,8,,,,,,,,,,,,,,,,,,,,"IME 1.0.1, stonewalled find",,742.38000,427.41,600.28,258.93,28.29,54.20,35.88,1.51,57.38,61.50,0.95,187,,-,-,-,VALID,1,11/1/17,12/31/18
234,SC18,WekaIO,WekaIO,WekaIO,,17,935,92.950000,37.390000,231.050000,212.090000,zip,,-,2018-11-2,"Alexander Howard",11/13/18,,10/18,,"WekaIO Matrix",3.1.8.1,55,CentOS,7.4.1708,3.10.0-693,32,6,SSD,,NVMe,Ethernet,3.1.8.1,"CentOS 7.4.1708",32,6,SSD,,NVMe,Ethernet,3.1.8.1,"CentOS 7.4.1708",,,37.69000,180.93,5.31,53.97,89.62,3738.01,44.63,61.16,943.33,3504.02,3.98,675,,-,-,-,VALID,1,11/13/18,12/31/18
235,SC18,ShaheenII,KAUST,Cray,DataWarp,1024,8192,77.370000,496.810000,12.050000,70.110000,zip,,-,2018_2,,6/21/18,,,,,,8,,,,,,,,,,,,,,,,,,,,,,982.36000,1130.59,139.59,392.93,14.25,18.83,16.96,3.44,17.94,17.65,16.17,6,,-,-,-,VALID,1,6/21/18,12/31/18
236,SC18,"Data Accelerator","University of Cambridge","Dell EMC",BeeGFS,184,5888,74.580000,58.810000,94.570000,135.970000,zip,,-,2018-11-41,"University of Cambridge Research Computing Services",10/25/18,,07/2018,,DAC,7.1,32,RHEL,7,3.10.0-862,8,1,NVMe,192,NVMe,OmniPath,7.1,"RHEL 7",24,36,NVMe,192,NVMe,OmniPath,7.1,"RHEL 7",,,152.41000,402.64,7.00,27.86,221.53,823.40,221.39,10.47,24.24,80.20,12.51,622,,-,-,-,VALID,1,10/25/18,12/31/18
238,SC18,ShaheenII,KAUST,Cray,DataWarp,300,2400,70.900000,151.530000,33.170000,0.000000,,,-,2018_8,,11/1/17,,,,,,8,,,,,,,,,,,,,,,,,,,,,,969.45000,894.76,15.55,39.09,50.71,49.38,48.89,11.40,0.00,38.73,18.92,43,,-,-,-,VALID,1,11/1/17,12/31/18
244,SC18,Summit,"Oak Ridge National Laboratory",IBM,"Spectrum Scale",10,160,70.630000,9.840000,506.930000,229.480000,zip,,-,2018-11-32,"George Markomanolis",11/9/18,,06/2018,,Alpine,5.x,16,RHEL,7.5,,154,211,NLSAS,4GB,"12Gbit SAS","InfiniBand EDR","Spectrum Scale 5.x","RHEL 7.5",154,211,NLSAS,4GB,"12Gbit SAS","InfiniBand EDR","Spectrum Scale 5.x","RHEL 7.5",,,218.32000,145.40,0.16,1.87,846.37,1807.74,282.13,643.68,737.56,916.31,27.16,855,,-,-,-,VALID,1,11/9/18,12/31/18
243,SC18,"Exascaler on GCP",Google,Google,Lustre,120,960,56.770000,23.060000,139.740000,129.110000,zip,,-,2018-11-7,"Carlos Thomaz",11/11/18,,11/18,11/18,"Lustre on GCP (lgcpfs)","Exascaler 5.0 PRE - Lustre 2.11-56 (Master)",8,Exascaler,"5.0 PRE - Centos 7x",3.10.0-862.14.4.el7_lustre.ddn0.x86_64,4,4,NVMe,60GB,NVMe,"Ethernet 16Gbps","Exascaler 5.0 PRE - Lustre 2.11-56","Centos 7.5",120,4,NVMe,60GB,NVMe,"Ethernet 16Gbps","Exascaler 5.0 PRE - Lustre 2.11-56","Centos 7.5",,,107.23000,38.26,5.66,12.19,260.02,325.97,37.47,167.46,68.72,178.79,25.25,882,,-,-,-,VALID,1,11/11/18,12/31/18
249,SC18,"Exascaler on GCP",Google,"Google Cloud",Lustre,60,480,46.370000,14.310000,150.200000,115.560000,zip,,-,2018-11-44,"Carlos A Thomaz",11/10/18,,11/2018,10/2018,lgcp,2.11.56,8,Exascaler,"5.0 PRE CentOS 7.x",3.10.0-862.14.4.el7_lustre.ddn0.x86_64,5,4,"NVMe Local",60GB,NVMe,"16Gbps Ethernet","Lustre 2.11.56 (MASTER)","Exascaler 5.0 PRE",60,4,"NVMe Local",60GB,NVMe,"Ethernet 16Gbps","Lustre 2.11.56 (MASTER)","Exascaler 5.0 PRE",,,69.73000,51.35,1.45,8.10,173.61,347.68,98.22,16.65,174.06,81.64,57.25,3227,,-,-,-,VALID,1,11/10/18,12/31/18
245,SC18,Oakforest-PACS,JCAHPC,DDN,Lustre,256,8192,44.240000,21.420000,91.400000,94.910000,zip,,-,2018-11-9,"Osamu Tatebe",10/22/18,,12/2016,,work,2.7.21.3.ddn21,32,,,,10,44,SSD,,SAS,OmniPath,,,40,100,HDD,,SAS,OmniPath,,,,,97.08000,121.77,2.62,6.79,58.46,152.55,37.23,44.60,81.70,107.72,43.99,849,,-,-,-,VALID,1,10/22/18,12/31/18
247,SC18,ShaheenII,KAUST,Cray,Lustre,1000,16000,41.000000,54.170000,31.030000,0.000000,,,-,2018_9,,11/1/17,,,,,,16,,,,,,,,,,,,,,,,,,,,,,333.03000,220.62,1.44,81.38,12.66,120.81,14.96,13.67,0.00,127.32,11.30,62,,-,-,-,VALID,1,11/1/17,12/31/18
251,SC18,NURION,"Korea Institute of Science and Technology Information (KISTI)",DDN,Lustre,2048,4096,35.970000,14.060000,92.030000,82.870000,zip,,-,2018-11-6,KISTI,11/2/18,,,,PFS,,2,CentOS,7.3.1611,3.10.0-514.26.2.el7.x86_64,2,25,SSD,256GB,SAS,OmniPath,2.7,7.4,36,90,SATA,96GB,NL-SAS,OmniPath,2.7,7.4,,,212.91000,278.26,0.73,0.91,40.37,248.52,32.41,37.76,113.35,162.57,38.00,598,,-,-,-,VALID,1,11/2/18,12/31/18
252,SC18,JURON,JSC,ThinkparQ,BeeGFS,8,64,35.770000,14.240000,89.810000,0.000000,,,-,2018_10,,11/1/17,,,,,,8,,,,,,,,,,,,,,,,,,,,,,30.42000,48.36,1.46,19.16,193.37,718.18,150.61,8.42,0.00,100.85,8.76,303,,-,-,-,VALID,1,11/1/17,12/31/18
254,SC18,Mistral,DKRZ,Seagate,Lustre2,100,1000,32.150000,22.770000,45.390000,60.760000,,,-,2018_16,,11/1/17,,,,lustre02,,10,,,,,,,,,,,,,,,,,,,,"Measured using the C-App",,158.19000,163.62,1.53,6.79,18.15,153.05,7.74,17.80,37.58,156.07,8.80,913,,-,-,-,VALID,1,11/1/17,12/31/18
255,SC18,Bancholab,DDN,DDN,Lustre,10,240,31.780000,6.330000,159.410000,91.630000,zip,,-,2018-11-5,"Shuichi Ihara",11/8/18,,11/2016,11/2017,ES-H,2.12,24,CentOS,7.4,3.10.0-693.21.1.el7.x86_64,4,8,SSD,96GB,SAS,"InfiniBand EDR",Lustre,7.5,4,100,HDD,90GB,SAS,"InfiniBand EDR",Lusre,7.5,,,37.54000,35.37,0.26,4.63,199.69,527.67,226.09,24.35,46.14,79.48,58.84,3332,,-,-,-,VALID,1,11/8/18,12/31/18
256,SC18,Mistral,DKRZ,Seagate,Lustre2,100,1200,29.330000,20.350000,42.290000,55.820000,zip,,-,2018_7,,5/12/18,,,,lustre02,,12,,,,,,,,,,,,,,,,,,,,,,88.47000,169.16,1.82,6.29,19.43,165.75,7.16,18.94,42.91,162.29,8.10,415,,-,-,-,VALID,1,5/12/18,12/31/18
259,SC18,Sonasad,IBM,IBM,"Spectrum Scale",10,10,24.240000,4.570000,128.610000,71.220000,zip,,-,2018_11,,11/1/17,,,,,,1,,,,,,,,,,,,,,,,,,,,,,34.13000,32.25,0.17,2.33,57.22,342.33,47.56,21.57,632.98,529.90,85.34,130,,-,-,-,VALID,1,11/1/17,12/31/18
260,SC18,ofsdev,"Clemson University",Dell,BeeGFS,32,32,22.020000,8.550000,56.680000,50.830000,zip,,-,2018-11-36,"Clemson ACI",8/3/18,,05/2012,08/2018,/mnt/BeeGFS,7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",7.0,7.4,16,12,HDD,16GB,SAS,"InfiniBand FDR",7.0,7.4,,,14.66000,6.81,7.78,6.89,103.03,365.33,154.46,6.74,16.85,70.07,8.34,276,,-,-,-,VALID,1,8/3/18,12/31/18
265,SC18,Seislab,Fraunhofer,ThinkparQ,BeeGFS,24,24,16.960000,5.130000,56.140000,42.580000,,,-,2018_14,,11/1/17,,,,,,1,,,,,,,,,,,,,,,,,,,,,,18.79000,22.34,0.89,1.86,103.15,433.14,172.95,5.38,13.87,57.40,13.87,215,,-,-,-,VALID,1,11/1/17,12/31/18
266,SC18,ofsdev,"Clemson University",Dell,BeeGFS,16,16,16.220000,7.330000,35.880000,35.600000,zip,,-,2018-11-20,"Clemson ACI",8/28/18,,04/2012,08/2018,ofsdev,7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",7.0,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",7.0,7.5,,,15.23000,12.03,3.85,4.09,37.13,129.05,63.88,6.58,11.36,73.13,7.70,213,,-,-,-,VALID,1,8/28/18,12/31/18
267,SC18,Mistral,DKRZ,Seagate,Lustre1,100,1200,15.470000,12.680000,18.880000,27.850000,zip,,-,2018_6,,5/12/18,,,,lustre01,,12,,,,,,,,,,,,,,,,,,,,,,40.91000,123.39,1.00,5.13,11.77,46.84,5.25,10.76,19.00,43.55,6.33,99,,-,-,-,VALID,1,5/12/18,12/31/18
269,SC18,"Shaheen II",KAUST,Cray,DataWarp,10,80,13.990000,14.450000,13.530000,23.300000,zip,,-,2018-11-18,"George Markomanolis",8/22/18,,,,,,8,SUSE,,12.3,,,,,,,,,64,128,,,"PCIe 3.0 x8","Cray Aries",,"CLE 6.05",,,41.44000,40.52,3.71,7.00,16.21,19.95,23.30,3.54,21.49,16.61,16.68,7,,-,-,-,VALID,,8/22/18,12/31/18
270,SC18,ofsdev,"Clemson University",Dell,BeeGFS,16,32,13.120000,3.170000,54.210000,35.460000,zip,,-,2018-11-23,"Clemson ACI",8/28/18,,04/2012,08/2018,ofsdev,7,2,"Oracle Linux",7.5,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",7.0,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",7.0,7.5,,,13.85000,11.33,0.13,4.90,83.03,307.62,163.40,6.48,16.61,72.89,6.55,348,,-,-,-,VALID,1,8/28/18,12/31/18
271,SC18,"Lustre on GCP","Google and DDN",Google,Lustre,10,80,12.870000,4.300000,38.520000,31.240000,zip,,-,2018-11-39,"Carlos Thomaz",11/11/18,,11/18,,"Exascaler 5.0 PRE - Lustre 2.11-56","Exascaler 5.0 PRE - Lustre 2.11-56 (Master)",8,Exascaler,"5.0 PRE - Centos 7x",3.10.0-862.14.4.el7_lustre.ddn0.x86_64,4,4,NVMe,60GB,NVMe,"Ethernet 16Gbps","Exascaler 5.0 PRE - Lustre 2.11-56","Centos 7.5",120,4,NVMe,60GB,NVMe,"Ethernet 16Gbps","Exascaler 5.0 PRE - Lustre 2.11-56","Centos 7.5",,,13.98000,14.63,0.96,1.75,49.74,81.84,33.87,11.38,49.02,14.23,5.84,758,,-,-,-,VALID,,11/11/18,12/31/18
273,SC18,ofsdev,"Clemson University",Dell,BeeGFS,16,64,12.510000,2.100000,74.720000,38.240000,zip,,-,2018-11-8,"Clemson ACI",8/28/18,,04/2012,08/2018,ofsdev,7,4,"Oracle Linux",7.5,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",7.0,7.5,16,12,HDD,128GB,SAS,"InfiniBand FDR",7.0,7.5,,,12.31000,10.32,0.06,2.57,181.41,693.87,262.28,6.24,18.81,73.77,6.18,550,,-,-,-,VALID,1,8/28/18,12/31/18
275,SC18,Govorun,"Joint Institute for Nuclear Research",RSC,Lustre,24,192,12.080000,3.340000,43.650000,31.220000,zip,,-,2018_1,,6/16/18,,,,,,8,,,,,,,,,,,,,,,,,,,,,,22.70000,49.26,0.07,1.67,47.58,82.33,46.36,34.91,45.35,61.33,23.07,32,,-,-,-,VALID,1,6/16/18,12/31/18
280,SC18,ofsdev,"Clemson University",Dell,BeeGFS,10,80,11.580000,2.320000,57.890000,33.360000,zip,,-,2018-11-31,"Clemson ACI",11/5/18,,04/2012,11/2018,ofsdev,7.1,8,"Oracle Linux",7.5,4.14.35-1818.3.3.el7uek.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",7.1,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",7.1,7.5,,,10.97000,9.96,0.06,4.47,303.45,373.57,101.05,12.96,5.53,88.41,5.77,302,,-,-,-,VALID,1,11/5/18,12/31/18
278,SC18,"EMSL Cascade",PNNL,,Lustre,126,252,11.120000,4.880000,25.330000,24.640000,,,-,2018_12,,11/1/17,,,,,,2,,,,,,,,,,,,,,,,,,,,,,17.81000,30.19,0.39,2.72,17.75,61.26,15.63,16.14,23.59,57.04,19.43,24,,-,-,-,VALID,1,11/1/17,12/31/18
279,SC18,ofsdev,"Clemson University",Dell,BeeGFS,16,128,11.010000,1.900000,63.810000,33.310000,zip,,-,2018-11-37,"Clemson ACI",8/28/18,,04/2012,08/2018,ofsdev,7,8,"Oracle Linux",7.5,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",7.0,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",7.0,7.5,,,10.85000,9.22,0.07,1.94,165.71,496.44,259.75,6.19,19.73,56.46,6.09,306,,-,-,-,VALID,1,8/28/18,12/31/18
282,SC18,Palmetto,"Clemson University",Dell,BeeGFS,32,32,9.810000,2.940000,32.740000,24.700000,zip,,-,2018-11-10,"Clemson ACI",10/24/18,,01/2015,10/2018,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"InfiniBand FDR",7.1,7.5,16,10,HDD,256GB,SATA,"InfiniBand FDR",7.1,7.5,,,3.73000,4.43,1.54,2.94,33.71,170.20,24.70,7.41,13.69,88.67,6.22,167,,-,-,-,VALID,1,10/24/18,12/31/18
281,SC18,Apocrita,"Queen Mary, University Of London",E8,GPFS,10,240,9.790000,4.320000,22.210000,21.670000,zip,,-,2018-11-12,"Peter Childs",11/9/18,,11/2018,11/2018,e8Scratch,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,3,6,"SSD, NVMe",188g,NVMe,Ethernet,4.2.3-8,"CentOS 7.4",3,6,"SSD,NVMe",188g,NVMe,Ethernet,GPFS,"CentOS 7.4",,,8.86000,8.76,1.26,3.56,19.42,67.24,50.48,6.00,8.38,8.79,4.71,432,,-,-,-,VALID,1,11/9/18,12/31/18
284,SC18,Palmetto,"Clemson University",Dell,BeeGFS,16,16,9.480000,2.840000,31.620000,23.860000,zip,,-,2018-11-25,"Clemson ACI",10/24/18,,01/2015,10/2018,scratch4,7.1,1,"Oracle Linux",7.4,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"InfiniBand FDR",7.1,7.5,6,10,HDD,256GB,SATA,"InfiniBand FDR",7.1,7.5,,,3.78000,4.74,1.72,2.12,38.94,108.02,32.98,7.47,12.83,83.65,6.33,142,,-,-,-,VALID,1,10/24/18,12/31/18
285,SC18,ofsdev,"Clemson University",Dell,Lustre,16,64,9.440000,2.100000,42.370000,26.240000,zip,,-,2018-11-24,"Clemson ACI",11/8/18,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",2.10.5,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",2.10.5,7.5,,,13.05000,7.30,0.17,1.20,53.05,81.42,20.97,25.19,28.89,37.20,11.14,380,,-,-,-,VALID,1,11/8/18,12/31/18
286,SC18,ofsdev,"Clemson University",Dell,Lustre,16,128,9.330000,2.050000,42.410000,26.040000,zip,,-,2018-11-29,"Clemson ACI",11/8/18,,04/2012,11/2018,lofstest,2.10.5,8,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",2.10.5,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",2.10.5,7.5,,,12.48000,7.08,0.24,0.85,45.56,99.65,21.10,25.43,30.90,38.66,9.86,365,,-,-,-,VALID,1,11/8/18,12/31/18
288,SC18,Palmetto,"Clemson University",Dell,BeeGFS,48,48,8.460000,2.930000,24.410000,20.290000,zip,,-,2018-11-22,"Clemson ACI",10/22/18,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,16,10,HDD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,,,4.43000,3.07,3.91,1.40,103.11,87.09,60.61,7.94,11.88,38.78,5.38,12,,-,-,-,VALID,1,10/22/18,12/31/18
290,SC18,ofsdev,"Clemson University",Dell,Lustre,10,40,8.180000,1.900000,35.260000,22.420000,zip,,-,2018-11-43,"Clemson ACI",11/8/18,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"InfiniBand FDR",2.10.5,7.5,16,12,HDD,16GB,SAS,"InfiniBand FDR",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,60.91,55.97,20.15,25.06,19.43,23.87,8.14,368,,-,-,-,VALID,1,11/8/18,12/31/18
289,SC18,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,-,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",11/9/18,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"Ethernet 10Gbps","Ethernet 10Gbps, InfiniBand",12.2.9,7.5,72,3,SSD,128GB,SATA,"Ethernet 10Gbps",12.2.8,7.5,,,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,102,,-,-,-,VALID,1,11/9/18,12/31/18
292,SC18,Palmetto,"Clemson University",Dell,BeeGFS,10,10,7.510000,2.320000,24.340000,18.720000,zip,,-,2018-11-33,"Clemson ACI",11/1/18,,01/2015,,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"InfiniBand FDR",7.1,7.5,6,10,HDD,256GB,SATA,"InfiniBand FDR",7.1,7.5,,,3.65000,4.26,3.16,0.58,23.21,76.55,13.01,6.59,11.20,94.83,6.71,114,,-,-,-,VALID,1,11/1/18,12/31/18
